Rank,Title,url,Votes_10,Votes_9,Votes_8,Votes_7,Votes_6,Votes_5,Votes_4,Votes_3,Votes_2,Votes_1,Votes_M,Votes_F,AvgRating_M,AvgRating_F
626,Tôkyô goddofâzâzu,https://www.imdb.com/title/tt0388473/,3887,5509,10631,6395,2026,763,279,130,100,229,18339,4921,7.8,8.0
627,Serenity,https://www.imdb.com/title/tt0379786/,75774,52784,68187,43438,19836,8543,3975,2325,1548,3632,196043,34524,7.8,8.1
628,Walk the Line,https://www.imdb.com/title/tt0358273/,35783,41914,80603,47132,14757,4617,1729,806,537,1876,139268,47255,7.8,8.0
629,Evil,https://www.imdb.com/title/tt0338309/,5043,6511,12039,7268,2549,884,339,172,128,227,24527,4961,7.8,7.8
630,The Notebook,https://www.imdb.com/title/tt0332280/,124899,91572,131049,84870,37761,16889,7774,4416,3156,6529,224424,174621,7.6,8.1
631,The Motorcycle Diaries,https://www.imdb.com/title/tt0318462/,13427,18084,32384,20352,6547,2093,781,419,288,1084,62946,15613,7.8,7.8
632,Lilya 4-Ever,https://www.imdb.com/title/tt0300140/,7448,8198,13139,7780,2822,1067,509,293,194,463,25997,8272,7.8,8.0
633,Belleville Rendez-vous,https://www.imdb.com/title/tt0286244/,7883,9770,15431,9464,3680,1532,769,457,328,666,30855,9120,7.7,8.0
634,Joint Security Area,https://www.imdb.com/title/tt0260991/,3266,4962,9015,5304,1864,605,246,111,86,164,18894,1787,7.8,7.9
635,The Count of Monte Cristo,https://www.imdb.com/title/tt0245844/,22016,21521,39311,27355,9908,3602,1402,712,422,728,82029,20075,7.7,7.9
636,Waking Life,https://www.imdb.com/title/tt0243017/,14020,11931,14602,9270,4115,2138,1190,782,653,1259,39571,8372,7.8,7.9
637,Remember the Titans,https://www.imdb.com/title/tt0210945/,30898,33730,63687,42249,14551,5090,1952,848,528,1030,129825,25071,7.7,8.0
638,"Crouching Tiger, Hidden Dragon",https://www.imdb.com/title/tt0190332/,47120,50551,71474,42830,17598,7582,3600,2233,1798,4971,164794,29528,7.8,7.9
639,All About My Mother,https://www.imdb.com/title/tt0185125/,14442,17502,27381,16147,6009,2380,1075,643,448,1215,49743,18817,7.8,8.0
640,Cast Away,https://www.imdb.com/title/tt0162222/,56448,88540,184980,120380,37985,12152,4844,2405,1532,2164,329902,67380,7.8,7.7
641,The Boondock Saints,https://www.imdb.com/title/tt0144117/,50101,42092,61970,36801,15508,7028,3774,2443,1744,3393,163499,23306,7.8,8.1
642,The Insider,https://www.imdb.com/title/tt0140352/,19262,30825,55808,33030,10656,3804,1425,704,504,1163,111736,11714,7.8,7.7
643,October Sky,https://www.imdb.com/title/tt0132477/,13027,14383,26396,17051,5841,2009,706,408,265,561,50790,11750,7.8,7.7
644,Shrek,https://www.imdb.com/title/tt0126029/,81141,106294,214149,127385,41658,14299,5655,3079,2126,4970,347023,103991,7.8,7.9
645,Open Your Eyes,https://www.imdb.com/title/tt0125659/,7316,11543,22447,13569,4559,1578,706,376,276,619,41922,8942,7.8,7.7
646,Titanic,https://www.imdb.com/title/tt0120338/,234349,165478,246873,190611,83102,39149,18728,12425,8840,24661,557791,203776,7.7,8.1
647,Hana-Bi,https://www.imdb.com/title/tt0119250/,5132,4982,7625,4956,2125,955,441,255,184,343,19225,1803,7.7,7.7
648,Gattaca,https://www.imdb.com/title/tt0119177/,36057,49999,94018,61472,21307,7034,2789,1315,808,1186,180631,37915,7.8,7.8
649,The Game,https://www.imdb.com/title/tt0119174/,37619,60079,119270,77327,26340,8665,3415,1631,997,1753,229059,36754,7.8,7.7
650,Breaking the Waves,https://www.imdb.com/title/tt0115751/,12223,12466,16553,9957,4268,1984,1060,773,631,1308,36374,10957,7.8,7.9
651,Ed Wood,https://www.imdb.com/title/tt0109707/,26477,30316,50184,31524,12658,5091,2361,1291,874,2269,106507,23890,7.9,7.6
652,What's Eating Gilbert Grape,https://www.imdb.com/title/tt0108550/,27482,35649,73597,48976,15397,5104,1896,905,584,945,111369,55406,7.7,7.9
653,Tombstone,https://www.imdb.com/title/tt0108358/,24954,21978,35423,24295,9613,3761,1417,716,396,737,84799,10522,7.8,7.9
654,The Sandlot Kids,https://www.imdb.com/title/tt0108037/,16039,11860,22454,16255,6359,2439,870,424,254,399,47966,11814,7.8,7.9
655,The Remains of the Day,https://www.imdb.com/title/tt0107943/,9554,11993,20885,12868,4846,1945,764,448,268,541,36784,12373,7.8,7.8
656,Naked,https://www.imdb.com/title/tt0107653/,6460,6961,8801,5403,2509,1277,671,440,313,550,22190,4111,7.8,7.8
657,The Fugitive,https://www.imdb.com/title/tt0106977/,27170,43482,98399,64039,19319,5838,1913,892,522,914,177177,23712,7.8,7.7
658,A Bronx Tale,https://www.imdb.com/title/tt0106489/,16903,20641,44815,29483,8722,2729,851,375,229,481,90072,9866,7.8,7.8
659,Batman: Mask of the Phantasm,https://www.imdb.com/title/tt0106364/,8382,6957,12535,9062,3280,1221,401,186,136,368,30986,1903,7.8,7.6
660,Hard Boiled,https://www.imdb.com/title/tt0104684/,9048,8227,13327,8353,3530,1553,635,390,306,609,34702,1712,7.8,7.3
661,Night on Earth,https://www.imdb.com/title/tt0102536/,7293,9905,17948,11422,4248,1628,630,326,263,427,34398,8438,7.7,7.9
662,The Double Life of Véronique,https://www.imdb.com/title/tt0101765/,7532,7634,11218,7450,3357,1560,705,400,304,517,24832,6865,7.8,7.8
663,Boyz n the Hood,https://www.imdb.com/title/tt0101507/,16429,20442,42737,27648,8843,2971,1115,529,376,903,86553,9127,7.7,7.7
664,Misery,https://www.imdb.com/title/tt0100157/,19249,29656,70072,42510,11924,3498,1165,524,373,554,114412,26868,7.8,7.9
665,Awakenings,https://www.imdb.com/title/tt0099077/,14990,21358,43466,27906,8578,2560,1007,387,293,439,76910,18762,7.8,8.0
666,Kiki's Delivery Service,https://www.imdb.com/title/tt0097814/,17580,20392,40522,27251,8283,2242,773,393,299,600,61323,27609,7.8,7.9
667,Glory,https://www.imdb.com/title/tt0097441/,20719,22881,37635,23008,8208,2863,1089,618,482,1701,83171,10233,7.8,7.8
668,The Killer,https://www.imdb.com/title/tt0097202/,9559,8034,12372,7883,3349,1429,668,375,338,1021,33041,2079,7.8,7.3
669,Back to the Future Part II,https://www.imdb.com/title/tt0096874/,70587,75029,152781,109059,38977,12926,4528,2074,1171,1401,301057,48877,7.9,7.8
670,Mississippi Burning,https://www.imdb.com/title/tt0095647/,8104,14848,35085,19767,5204,1551,532,248,133,488,60426,7859,7.8,7.8
671,Predator,https://www.imdb.com/title/tt0093773/,58999,60266,120211,77908,29061,10425,3937,1861,1027,1362,266803,19716,7.9,7.3
672,Evil Dead II,https://www.imdb.com/title/tt0092991/,28939,23554,40676,27654,11830,5331,2518,1431,1060,1835,101774,10813,7.8,7.4
673,Ferris Bueller's Day Off,https://www.imdb.com/title/tt0091042/,52684,54638,97712,64921,25800,9410,3835,2045,1269,1976,188711,50730,7.8,7.8
674,Down by Law,https://www.imdb.com/title/tt0090967/,6785,8758,15388,9549,3499,1376,622,326,223,407,32025,5524,7.7,8.0
675,The Goonies,https://www.imdb.com/title/tt0089218/,47640,36699,68123,48622,21002,8084,3422,1758,1059,1502,145962,36730,7.7,8.0
676,The Color Purple,https://www.imdb.com/title/tt0088939/,15160,12672,21540,15101,6049,2639,1195,689,467,1108,41883,17367,7.6,8.2
677,The Killing Fields,https://www.imdb.com/title/tt0087553/,7146,9710,17605,9682,3425,1264,511,259,169,843,35191,4415,7.8,7.9
678,Ghostbusters,https://www.imdb.com/title/tt0087332/,51494,52764,114533,79774,30085,10562,3908,1868,1062,1587,224833,42095,7.8,7.6
679,The Right Stuff,https://www.imdb.com/title/tt0086197/,9379,10583,16599,10697,4156,1729,661,357,240,610,37551,4084,7.8,7.7
680,The King of Comedy,https://www.imdb.com/title/tt0085794/,9212,14758,30297,19705,6427,2153,796,478,242,463,59220,5208,7.8,7.5
681,E.T. the Extra-Terrestrial,https://www.imdb.com/title/tt0083866/,59423,60588,113386,75736,29134,11744,4982,2857,1881,3486,222311,54285,7.8,7.9
682,Kramer vs. Kramer,https://www.imdb.com/title/tt0079417/,13069,21857,47514,32125,9629,3144,1048,507,341,655,79452,24137,7.8,7.8
683,Halloween,https://www.imdb.com/title/tt0077651/,47862,33930,59515,44520,19808,8263,3582,2013,1229,1992,143074,25246,7.8,7.5
684,Days of Heaven,https://www.imdb.com/title/tt0077405/,9595,9293,13932,10087,4519,1881,738,442,249,443,35752,5399,7.9,7.6
685,The Outlaw Josey Wales,https://www.imdb.com/title/tt0075029/,10068,11345,21666,13729,4553,1567,504,252,137,387,47197,3045,7.8,7.7
686,The Man Who Would Be King,https://www.imdb.com/title/tt0073341/,7178,8034,13621,8306,3022,1166,455,253,170,986,30704,3075,7.8,7.6
687,The Conversation,https://www.imdb.com/title/tt0071360/,14487,18529,28776,19211,7711,3131,1403,771,540,1191,68396,7375,7.8,7.7
688,The Day of the Jackal,https://www.imdb.com/title/tt0069947/,4602,6643,13020,8072,2517,870,326,158,102,276,26833,2102,7.8,7.8
689,Badlands,https://www.imdb.com/title/tt0069762/,9046,11562,20063,14373,5357,1840,770,399,223,420,45250,5788,7.8,7.7
690,Cabaret,https://www.imdb.com/title/tt0068327/,9998,8234,12342,8809,3908,1782,816,477,357,606,27041,10147,7.7,7.9
691,Willy Wonka & the Chocolate Factory,https://www.imdb.com/title/tt0067992/,29915,27798,53502,38030,14036,5196,2212,1107,708,1757,96913,34370,7.8,7.9
692,Midnight Cowboy,https://www.imdb.com/title/tt0064665/,15517,18180,31680,19490,7477,2866,1329,684,514,1100,67122,9875,7.8,7.8
693,Wait Until Dark,https://www.imdb.com/title/tt0062467/,3712,4753,9570,5767,2126,687,218,120,75,139,16732,4602,7.8,7.9
694,Guess Who's Coming to Dinner,https://www.imdb.com/title/tt0061735/,5323,6666,12631,8480,3154,1074,411,194,115,361,22864,7309,7.7,7.9
695,Bonnie and Clyde,https://www.imdb.com/title/tt0061418/,13864,16693,32849,22761,8413,2919,1100,548,361,870,65475,13374,7.8,7.7
696,My Fair Lady,https://www.imdb.com/title/tt0058385/,16013,15124,24492,16440,6979,2788,1164,624,439,839,38782,26202,7.7,8.0
697,Mary Poppins,https://www.imdb.com/title/tt0058331/,30309,25071,43974,31177,13340,5493,2081,1107,743,1201,76305,39991,7.6,8.1
698,The Longest Day,https://www.imdb.com/title/tt0056197/,6946,8421,17909,11384,3993,1418,494,261,187,458,38186,2771,7.8,7.6
699,Jules and Jim,https://www.imdb.com/title/tt0055032/,6463,6452,10300,7194,3145,1381,665,361,259,407,22929,5894,7.8,7.8
700,The Innocents,https://www.imdb.com/title/tt0055018/,4248,4700,7761,5171,2193,860,402,177,137,292,17112,3980,7.8,7.8
701,The Ten Commandments,https://www.imdb.com/title/tt0049833/,13720,9978,17362,11472,4932,2232,879,549,412,881,40499,7117,7.8,8.0
702,Red River,https://www.imdb.com/title/tt0040724/,4467,4611,8309,5443,2095,835,348,175,164,1034,19172,2466,7.8,7.5
703,Key Largo,https://www.imdb.com/title/tt0040506/,5194,6191,12657,7918,2812,870,285,128,85,188,24083,4247,7.8,7.8
704,To Have and Have Not,https://www.imdb.com/title/tt0037382/,4987,5639,9779,6099,2283,722,305,153,82,267,19298,4306,7.8,7.9
705,Shadow of a Doubt,https://www.imdb.com/title/tt0036342/,9217,10459,18128,12256,4466,1613,665,351,202,723,38405,7494,7.8,8.0
706,Fantasia,https://www.imdb.com/title/tt0032455/,17051,13988,23217,16265,7657,3887,1876,1111,732,1106,50556,16581,7.7,7.8
707,Stagecoach,https://www.imdb.com/title/tt0031971/,6800,7459,12931,8490,3306,1337,508,307,181,1035,29158,3819,7.8,7.7
708,The Lady Vanishes,https://www.imdb.com/title/tt0030341/,6521,8326,15517,9728,3467,1197,514,262,165,553,30288,6457,7.8,8.0
709,Bride of Frankenstein,https://www.imdb.com/title/tt0026138/,8728,6685,11378,7899,3777,1590,713,399,237,851,28646,4329,7.8,7.6
710,Duck Soup,https://www.imdb.com/title/tt0023969/,13169,10154,13385,8176,4158,2134,1036,781,548,1247,37526,5791,7.8,7.7
711,Frankenstein,https://www.imdb.com/title/tt0021884/,11068,10077,19751,12831,5040,2045,829,455,290,1018,43044,6797,7.8,7.7
712,Roma,https://www.imdb.com/title/tt6155172/,18222,27119,36070,25646,12101,5898,2891,2086,1598,3270,76793,18496,7.7,7.7
713,Deadpool 2,https://www.imdb.com/title/tt5463162/,63330,77227,143553,109036,41388,13296,5032,2640,1840,4206,266601,48680,7.7,7.8
714,Wind River,https://www.imdb.com/title/tt5362988/,17069,32367,74986,50177,14219,3976,1315,639,401,712,123825,21526,7.7,7.7
715,Get Out,https://www.imdb.com/title/tt5052448/,53942,84667,158482,106935,37563,13685,5925,3449,2352,6456,262133,66149,7.7,7.7
716,Mission: Impossible - Fallout,https://www.imdb.com/title/tt4912910/,37841,51787,89086,64745,23326,7616,2675,1502,951,2039,178245,21380,7.7,7.5
717,A Man Called Ove,https://www.imdb.com/title/tt4080728/,5114,7730,15995,10861,3511,1106,389,165,103,164,27142,7728,7.6,7.9
718,What We Do in the Shadows,https://www.imdb.com/title/tt3416742/,19297,25700,49923,34868,12252,4359,1828,1014,659,1134,89765,25189,7.6,7.9
719,When Marnie Was There,https://www.imdb.com/title/tt3398268/,4190,5063,9562,7465,2838,901,325,150,80,153,16216,6348,7.7,7.8
720,The Theory of Everything,https://www.imdb.com/title/tt2980516/,43854,66014,135707,99554,30380,9205,3079,1437,790,1626,211984,82356,7.6,7.9
721,Kingsman: The Secret Service,https://www.imdb.com/title/tt2802144/,73440,103201,189323,130326,48098,17298,7137,3916,2522,4720,348300,79408,7.7,7.8
722,The Fault in our Stars,https://www.imdb.com/title/tt2582846/,70013,58845,87786,65469,28979,11784,5065,2798,1920,4799,150037,96420,7.6,7.8
723,Me and Earl and the Dying Girl,https://www.imdb.com/title/tt2582496/,14028,21461,41767,28179,9450,3022,1237,586,330,705,69935,22707,7.7,7.7
724,Birdman or (The Unexpected Virtue of Ignorance),https://www.imdb.com/title/tt2562232/,73055,115475,156831,106414,49818,24421,12649,8344,6520,13644,348134,76034,7.8,7.4
725,Blue Is the Warmest Colour,https://www.imdb.com/title/tt2278871/,20093,26172,39488,26498,11234,4871,2265,1411,1011,2536,71018,34622,7.7,7.7
727,Captain America: The Winter Soldier,https://www.imdb.com/title/tt1843866/,107612,131056,222785,161372,58325,19090,7186,3480,2464,6577,437489,82625,7.7,7.8
728,Nebraska,https://www.imdb.com/title/tt1821549/,9389,19674,40490,26540,8770,3001,1153,595,421,719,78066,14425,7.7,7.7
729,Wreck-It Ralph,https://www.imdb.com/title/tt1772341/,48577,59762,122578,90854,32779,10127,3476,1456,845,1483,224988,59693,7.7,7.8
730,The Little Prince,https://www.imdb.com/title/tt1754656/,9489,9387,16003,12243,4744,1747,650,303,219,397,29102,12421,7.6,8.0
731,Detachment,https://www.imdb.com/title/tt1683526/,10305,13875,24504,16415,5786,2108,838,422,260,460,47063,15076,7.7,7.9
732,Midnight in Paris,https://www.imdb.com/title/tt1605783/,42797,65467,121915,87081,34971,14095,5877,3082,2010,3234,220233,90209,7.7,7.6
733,A Star Is Born,https://www.imdb.com/title/tt1517451/,56681,56724,86654,64652,28925,11378,4669,2863,1991,4847,158828,62124,7.6,7.8
734,The Lego Movie,https://www.imdb.com/title/tt1490017/,45158,58088,101723,67320,25849,10067,4169,2318,1642,3243,202713,41819,7.7,7.6
735,Gravity,https://www.imdb.com/title/tt1454468/,96925,141514,207584,159249,74225,31939,15151,9415,6651,13721,486197,100530,7.8,7.5
736,Star Trek into Darkness,https://www.imdb.com/title/tt1408101/,61801,84980,148853,99014,36333,13093,5623,3014,1967,4099,312178,58003,7.7,8.0
737,Beasts of No Nation,https://www.imdb.com/title/tt1365050/,6796,12178,27397,17710,5053,1383,461,208,142,427,49625,5924,7.7,7.8
738,The Social Network,https://www.imdb.com/title/tt1285016/,69461,103477,192380,148784,55700,18935,7196,3726,3147,6750,393876,94252,7.8,7.4
739,X: First Class,https://www.imdb.com/title/tt1270798/,69574,104355,229367,154894,50505,15286,5534,2630,1650,3579,419217,87767,7.7,7.9
740,The Hangover,https://www.imdb.com/title/tt1119646/,101979,122114,223752,152258,58043,22146,9714,5588,3739,7178,464449,105223,7.8,7.5
741,Skyfall,https://www.imdb.com/title/tt1074638/,75488,115966,204893,136766,50440,17853,7236,3987,2517,5750,424829,70431,7.7,7.7
742,Silver Linings Playbook,https://www.imdb.com/title/tt1045658/,80070,117380,211410,146274,55564,20502,8219,4294,2818,5059,372183,143403,7.7,7.6
743,Argo,https://www.imdb.com/title/tt1024648/,47657,98191,199268,139018,45057,15051,5890,3397,2431,7679,373287,75108,7.7,7.8
744,500 Days of Summer,https://www.imdb.com/title/tt1022603/,64129,80678,142262,102584,41604,16546,7158,3556,2352,3971,261606,115191,7.7,7.5
745,Harry Potter and the Deathly Hallows: Part 1,https://www.imdb.com/title/tt0926084/,83741,67808,134327,106951,40675,14743,5761,2881,1850,5004,266529,92556,7.5,8.2
746,Ponyo,https://www.imdb.com/title/tt0876563/,15399,18446,38411,29920,11025,3767,1505,708,469,781,65806,27920,7.6,7.8
747,Frost/Nixon,https://www.imdb.com/title/tt0870111/,7395,15898,39954,26406,7775,2196,686,298,246,679,76556,10048,7.7,7.7
748,Paprika,https://www.imdb.com/title/tt0851578/,8766,12653,22164,15335,5590,2208,852,422,245,505,44200,9593,7.7,7.8
749,Changeling,https://www.imdb.com/title/tt0824747/,27433,41085,81376,52250,18632,6399,2522,1265,855,2172,147778,49873,7.7,7.7
750,Flipped,https://www.imdb.com/title/tt0817177/,13398,13027,24967,17629,6640,2319,816,380,271,467,38747,25798,7.6,7.8
751,The Girl Who Leapt Through Time,https://www.imdb.com/title/tt0808506/,7542,10514,19743,13312,4699,1473,565,286,205,377,34277,10524,7.7,7.9
752,Death Note,https://www.imdb.com/title/tt0758742/,7136,4429,6712,4874,2380,1082,499,363,207,535,18887,4702,7.7,7.9
753,This Is England,https://www.imdb.com/title/tt0480025/,12410,20165,39562,27056,9231,2978,1151,570,407,771,81051,15576,7.6,7.8
754,Ex Machina,https://www.imdb.com/title/tt0470752/,39542,85635,166356,110359,37636,12319,4889,2438,1461,2619,296404,53314,7.8,7.5
755,After the Wedding,https://www.imdb.com/title/tt0457655/,3459,5679,11098,7189,2351,801,318,165,116,190,19325,7205,7.7,7.8
756,The Last King of Scotland,https://www.imdb.com/title/tt0455590/,12889,26441,69599,45601,12255,3411,1169,540,327,743,122395,21795,7.7,7.8
757,Zodiac,https://www.imdb.com/title/tt0443706/,44744,70233,152014,113283,39753,13368,5102,2546,1556,2744,287710,56265,7.7,7.4
758,Lucky Number Slevin,https://www.imdb.com/title/tt0425210/,37098,54531,103471,64736,22429,7936,3011,1457,899,1380,220100,29336,7.7,7.8
759,Joyeux Noel,https://www.imdb.com/title/tt0424205/,4271,4739,8626,5984,2140,742,247,150,106,149,17961,4670,7.7,8.0
760,Control,https://www.imdb.com/title/tt0421082/,7600,10912,20778,13432,4726,1693,671,323,211,371,38999,12004,7.6,7.9
761,Tangled,https://www.imdb.com/title/tt0398286/,65729,64366,120473,91872,34694,10977,3888,1682,993,1899,192994,110727,7.6,8.1
762,Black Book,https://www.imdb.com/title/tt0389557/,8364,13065,26005,15396,4965,1764,701,380,250,730,50850,9597,7.7,7.8
763,Brokeback Mountain,https://www.imdb.com/title/tt0388795/,71357,51964,79582,56348,23852,10414,5059,3199,2585,13003,168616,85852,7.5,7.9
764,3:10 to Yuma,https://www.imdb.com/title/tt0381849/,30907,47737,101837,67036,21992,7191,2880,1442,891,2424,212361,22529,7.7,7.7
765,Crash,https://www.imdb.com/title/tt0375679/,71698,83264,117697,71915,30224,13821,7438,4768,3638,10923,280577,60272,7.8,7.8
766,Kung Fu Hustle,https://www.imdb.com/title/tt0373074/,22235,22042,38390,24297,9507,3853,1793,966,666,1140,91259,9328,7.7,7.8
767,The Bourne Supremacy,https://www.imdb.com/title/tt0372183/,44836,66036,163692,106640,30400,9037,3136,1478,798,1489,300252,39230,7.7,7.6
768,The Machinist,https://www.imdb.com/title/tt0361862/,32830,58101,128060,87431,28490,9054,3452,1578,952,1485,240881,43844,7.7,7.7
769,Ray,https://www.imdb.com/title/tt0350258/,15454,21905,49040,32979,10170,3394,1205,601,420,1041,90191,19839,7.7,7.8
770,Lost in Translation,https://www.imdb.com/title/tt0335266/,68968,75574,109270,75617,35173,15865,7931,4985,3759,7024,250257,67476,7.8,7.4
771,Harry Potter and the Goblet of Fire,https://www.imdb.com/title/tt0330373/,93398,71379,159774,126770,46027,16634,6294,3252,1874,5840,294498,110202,7.5,8.1
772,Man on Fire,https://www.imdb.com/title/tt0328107/,47546,53621,106100,73443,26716,9138,3408,1626,901,1591,232078,31349,7.7,7.8
773,Coraline,https://www.imdb.com/title/tt0327597/,26646,31339,62026,43246,16386,5665,2226,1196,742,1653,105367,46539,7.6,7.8
774,The Last Samurai,https://www.imdb.com/title/tt0325710/,57097,69288,125320,84569,32544,11892,4794,2598,1542,2999,274604,35986,7.7,7.5
775,The Magdalene Sisters,https://www.imdb.com/title/tt0318411/,3179,4487,9203,5691,1840,624,221,115,76,189,13699,6554,7.6,7.9
776,21 Grams,https://www.imdb.com/title/tt0315733/,23965,39422,75061,50637,17773,6793,3030,1671,1101,2032,150288,30249,7.7,7.7
777,Finding Neverland,https://www.imdb.com/title/tt0308644/,33592,34209,57890,41081,16734,6268,2449,1188,779,2272,107282,54265,7.6,7.8
778,Good Bye Lenin!,https://www.imdb.com/title/tt0301357/,13542,23622,50758,32447,10106,2968,1008,507,287,574,83838,27564,7.7,7.9
779,In America,https://www.imdb.com/title/tt0298845/,6414,7568,12003,8168,3239,1229,498,286,191,502,24673,7175,7.6,7.8
780,I Am Sam,https://www.imdb.com/title/tt0277027/,21454,23764,43028,31378,11800,4678,2011,1121,783,1225,80109,36036,7.5,7.9
781,Adaptation.,https://www.imdb.com/title/tt0268126/,25357,32701,51270,35113,15304,6522,3036,1750,1329,2159,116275,21379,7.7,7.3
782,Black Hawk Down,https://www.imdb.com/title/tt0265086/,47237,60966,117901,80826,29143,10888,4453,2453,1586,3023,257167,25224,7.7,7.5
783,Road to Perdition,https://www.imdb.com/title/tt0257044/,24915,38886,86165,60848,19995,6446,2366,1162,681,1138,172103,20591,7.7,7.5
784,Das Experiment,https://www.imdb.com/title/tt0250258/,8488,16215,33086,20856,6884,2227,900,474,327,534,62225,12959,7.7,7.8
785,Billy Elliot,https://www.imdb.com/title/tt0249462/,18997,21092,39759,27760,9594,3379,1297,684,546,1074,65121,31814,7.6,8.0
786,Hedwig and the Angry Inch,https://www.imdb.com/title/tt0248845/,7754,5792,7737,5174,2198,1101,503,302,289,671,16661,8110,7.6,8.0
787,Ocean's Eleven,https://www.imdb.com/title/tt0240772/,49522,81078,193265,125144,35742,11242,3841,1920,1158,2072,326179,65631,7.7,7.7
788,Vampire Hunter D: Bloodlust,https://www.imdb.com/title/tt0216651/,4809,4686,8650,6023,2396,963,390,222,155,354,20293,3158,7.7,7.8
789,"O Brother, Where Art Thou?",https://www.imdb.com/title/tt0190590/,37876,51606,90955,59100,22680,8287,3706,2049,1329,2208,185714,31727,7.7,7.7
790,Interstate 60: Episodes of the Road,https://www.imdb.com/title/tt0165832/,5708,4939,8087,5871,2555,1043,471,221,172,334,20344,3594,7.7,7.7
791,"South Park: Bigger, Longer & Uncut",https://www.imdb.com/title/tt0158983/,34189,30460,54789,38575,15821,6515,3075,1774,1383,3403,131183,16314,7.8,7.4
792,Office Space,https://www.imdb.com/title/tt0151804/,38343,42265,71796,50565,20839,7672,2944,1448,849,1201,164153,26700,7.7,7.5
793,Happiness,https://www.imdb.com/title/tt0147612/,10090,12940,19629,11793,4841,2225,1192,791,605,1377,42675,9101,7.7,7.6
794,Training Day,https://www.imdb.com/title/tt0139654/,40637,63606,136179,93459,30132,9600,3477,1756,1099,2016,278141,26123,7.7,7.4
795,Rushmore,https://www.imdb.com/title/tt0128445/,26309,28539,48965,36044,14307,5562,2405,1357,996,1561,107926,21693,7.7,7.5
796,Being John Malkovich,https://www.imdb.com/title/tt0120601/,38765,60487,95960,61033,24382,10388,5046,3058,2225,4373,194753,42093,7.7,7.6
797,As Good as It Gets,https://www.imdb.com/title/tt0119822/,32426,46486,89760,62861,22836,8245,3157,1681,1143,1707,164362,47132,7.7,7.7
798,The Fifth Element,https://www.imdb.com/title/tt0119116/,62756,68212,125415,94566,40363,17434,7378,4027,2565,3600,276991,53375,7.6,7.9
799,Le Dîner de Cons,https://www.imdb.com/title/tt0119038/,4598,6415,11863,8413,3124,1142,440,237,153,277,23734,5651,7.7,7.6
800,Donnie Brasco,https://www.imdb.com/title/tt0119008/,25031,44410,107159,68289,18468,5255,1702,748,410,872,195280,23557,7.8,7.6
801,Shine,https://www.imdb.com/title/tt0117631/,6680,8894,16196,11172,4189,1619,686,370,255,522,30588,7499,7.6,7.8
802,Primal Fear,https://www.imdb.com/title/tt0117381/,16994,29706,68398,46415,13984,4106,1333,578,319,619,117180,26472,7.6,7.9
803,Hamlet,https://www.imdb.com/title/tt0116477/,7547,6133,9282,6516,2942,1372,579,348,277,581,20072,6329,7.7,7.8
804,A Little Princess,https://www.imdb.com/title/tt0113670/,7011,4687,8319,6545,2789,1133,438,235,134,263,11150,13977,7.3,8.0
805,Il Postino,https://www.imdb.com/title/tt0110877/,5099,6278,10242,6544,2379,1009,449,261,199,408,19706,4495,7.7,7.8
806,Clerks,https://www.imdb.com/title/tt0109445/,40475,36754,60019,39846,16235,6773,3164,1950,1404,2711,144148,19825,7.7,7.5
807,Short Cuts,https://www.imdb.com/title/tt0108122/,6121,7506,11809,8227,3830,1778,810,528,387,627,27611,4626,7.7,7.4
808,Philadelphia,https://www.imdb.com/title/tt0107818/,21912,35929,78092,55909,17239,5620,2015,1021,675,1472,140588,35007,7.6,8.0
809,The Muppet Christmas Carol,https://www.imdb.com/title/tt0104940/,9291,6623,12746,10515,4325,1654,570,261,160,277,27249,8915,7.6,7.9
810,Malcolm X,https://www.imdb.com/title/tt0104797/,12375,12920,26735,19819,6483,2266,863,413,342,1377,58559,7645,7.7,7.7
811,The Last of the Mohicans,https://www.imdb.com/title/tt0104691/,25269,24782,43334,31079,12679,4633,1815,944,542,825,98361,16179,7.7,7.8
812,Porco Rosso,https://www.imdb.com/title/tt0104652/,9338,12421,24803,18063,6170,1906,703,348,219,387,46314,10327,7.8,7.5
813,Glengarry Glen Ross,https://www.imdb.com/title/tt0104348/,13558,17095,29565,19548,7733,3073,1348,772,481,800,68472,6131,7.8,7.4
814,A Few Good Men,https://www.imdb.com/title/tt0104257/,23539,37025,80906,58465,19169,6023,2028,956,569,1080,153983,25282,7.7,7.6
815,Fried Green Tomatoes at the Whistle Stop Cafe,https://www.imdb.com/title/tt0101921/,12387,10883,18024,13634,5740,2300,990,546,400,651,29847,20292,7.4,8.1
816,Barton Fink,https://www.imdb.com/title/tt0101410/,12560,19032,35449,26447,9860,3734,1603,914,526,916,79117,9279,7.7,7.5
817,Miller's Crossing,https://www.imdb.com/title/tt0100150/,16926,22135,40682,27408,9755,3493,1360,697,413,1001,91835,7092,7.8,7.5
818,Who Framed Roger Rabbit,https://www.imdb.com/title/tt0096438/,23643,25617,56335,43152,17824,6663,2581,1203,730,927,112865,24786,7.7,7.6
819,The Vanishing,https://www.imdb.com/title/tt0096163/,4305,5933,10800,6863,2585,1045,457,261,208,600,23453,3503,7.7,7.6
820,Withnail & I,https://www.imdb.com/title/tt0094336/,9400,6941,9216,6887,3296,1635,754,478,336,534,26428,4917,7.6,7.8
